2021-11-26 10:31:06,755 [https-jsse-nio-8080-exec-9] ERROR c.o.p.O.c.OTPController                            - for logging errors
2021-11-26 10:32:40,371 [RMI TCP Connection(7)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2021-11-26 10:32:40,412 [RMI TCP Connection(7)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean     - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-11-26 10:32:40,414 [RMI TCP Connection(7)-127.0.0.1] INFO  c.z.h.HikariDataSource                             - HikariPool-1 - Shutdown initiated...
2021-11-26 10:32:40,416 [RMI TCP Connection(7)-127.0.0.1] INFO  c.z.h.HikariDataSource                             - HikariPool-1 - Shutdown completed.
2021-11-26 10:32:57,897 [background-preinit] INFO  o.h.v.i.u.Version                                  - HV000001: Hibernate Validator 6.2.0.Final
2021-11-26 10:32:57,930 [main] INFO  c.o.p.O.OtpProjectApplication                      - Starting OtpProjectApplication using Java 17 on Divakar-021 with PID 11160 (C:\Users\Divakar_Verma\Downloads\OTPProject\OTPProject\target\classes started by Divakar_Verma in C:\Users\Divakar_Verma\Downloads\OTPProject\OTPProject)
2021-11-26 10:32:57,934 [main] INFO  c.o.p.O.OtpProjectApplication                      - No active profile set, falling back to default profiles: default
2021-11-26 10:32:58,730 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-11-26 10:32:58,787 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate          - Finished Spring Data repository scanning in 51 ms. Found 1 JPA repository interfaces.
2021-11-26 10:32:59,253 [main] INFO  o.s.b.w.e.t.TomcatWebServer                        - Tomcat initialized with port(s): 8080 (https)
2021-11-26 10:32:59,261 [main] INFO  o.a.c.h.Http11NioProtocol                          - Initializing ProtocolHandler ["https-jsse-nio-8080"]
2021-11-26 10:32:59,262 [main] INFO  o.a.c.c.StandardService                            - Starting service [Tomcat]
2021-11-26 10:32:59,262 [main] INFO  o.a.c.c.StandardEngine                             - Starting Servlet engine: [Apache Tomcat/9.0.55]
2021-11-26 10:32:59,372 [main] INFO  o.a.c.c.C.[.[.[/]                                  - Initializing Spring embedded WebApplicationContext
2021-11-26 10:32:59,372 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext     - Root WebApplicationContext: initialization completed in 1383 ms
2021-11-26 10:32:59,498 [main] INFO  o.h.j.i.u.LogHelper                                - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-11-26 10:32:59,546 [main] INFO  o.h.Version                                        - HHH000412: Hibernate ORM core version 5.4.32.Final
2021-11-26 10:32:59,662 [main] INFO  o.h.a.c.Version                                    - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-11-26 10:32:59,750 [main] INFO  c.z.h.HikariDataSource                             - HikariPool-1 - Starting...
2021-11-26 10:32:59,938 [main] INFO  c.z.h.HikariDataSource                             - HikariPool-1 - Start completed.
2021-11-26 10:32:59,955 [main] INFO  o.h.d.Dialect                                      - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL95Dialect
2021-11-26 10:33:00,694 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator                 - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-11-26 10:33:00,704 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean     - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-11-26 10:33:01,219 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-11-26 10:33:02,055 [main] INFO  o.a.c.h.Http11NioProtocol                          - Starting ProtocolHandler ["https-jsse-nio-8080"]
2021-11-26 10:33:02,386 [main] INFO  o.s.b.w.e.t.TomcatWebServer                        - Tomcat started on port(s): 8080 (https) with context path ''
2021-11-26 10:33:02,392 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper         - Context refreshed
2021-11-26 10:33:02,407 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper         - Found 1 custom documentation plugin(s)
2021-11-26 10:33:02,414 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner               - Scanning for api listing references
2021-11-26 10:33:02,522 [main] INFO  c.o.p.O.OtpProjectApplication                      - Started OtpProjectApplication in 4.957 seconds (JVM running for 5.915)
2021-11-26 10:33:12,709 [https-jsse-nio-8080-exec-2] INFO  o.a.c.c.C.[.[.[/]                                  - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-11-26 10:33:12,709 [https-jsse-nio-8080-exec-2] INFO  o.s.w.s.DispatcherServlet                          - Initializing Servlet 'dispatcherServlet'
2021-11-26 10:33:12,711 [https-jsse-nio-8080-exec-2] INFO  o.s.w.s.DispatcherServlet                          - Completed initialization in 1 ms
2021-11-26 10:33:13,764 [https-jsse-nio-8080-exec-3] INFO  o.s.a.AbstractOpenApiResource                      - Init duration for springdoc-openapi is: 521 ms
2021-11-26 10:53:36,607 [HikariPool-1 housekeeper] WARN  c.z.h.p.HikariPool                                 - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3m36s315ms19µs100ns).
2021-11-26 11:47:54,035 [RMI TCP Connection(76)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2021-11-26 11:47:54,076 [RMI TCP Connection(76)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean     - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-11-26 11:47:54,079 [RMI TCP Connection(76)-127.0.0.1] INFO  c.z.h.HikariDataSource                             - HikariPool-1 - Shutdown initiated...
2021-11-26 11:47:54,083 [RMI TCP Connection(76)-127.0.0.1] INFO  c.z.h.HikariDataSource                             - HikariPool-1 - Shutdown completed.
2021-11-28 21:19:22,588 [background-preinit] INFO  o.h.v.i.u.Version                                  - HV000001: Hibernate Validator 6.2.0.Final
2021-11-28 21:19:22,621 [main] INFO  c.o.p.O.OtpProjectApplication                      - Starting OtpProjectApplication using Java 17 on Divakar-021 with PID 17412 (C:\Users\Divakar_Verma\Downloads\OTPProject\OTPProject\target\classes started by Divakar_Verma in C:\Users\Divakar_Verma\Downloads\OTPProject\OTPProject)
